"iteration","app_name","categoryId","reviewId","sentenceId","at","score","feature","review","sentence","Joy","Trust","Fear","Surprise","Sadness","Disgust","Anger","Anticipation","Neutral","Reject"
"iteration_9","Binaural Beats Therapy","HEALTH_AND_FITNESS","38090fcf-feb7-480d-8f8b-3d5e4bd5e26f","0","Jun 20, 2022","5","f_83","Mainly feel much relaxation after use. Most effective especially if one works nights.","Mainly feel much relaxation after use.","1","0","0","0","0","0","0","0","0","0"
"iteration_9","Notebook - Notes,To-do,Journal","PRODUCTIVITY","c7780ae3-c873-4f34-af15-4a9998527086","0","Jul 06, 2022","3","f_262","Good for taking notes, could improve the tagging system by having the option to add more accessible (like replacing the share to other people button) and would be better if we could integrate or share the notebooks or notes to other programs like notion or evernote.","Good for taking notes, could improve the tagging system by having the option to add more accessible (like replacing the share to other people button) and would be better if we could integrate or share the notebooks or notes to other programs like notion or evernote.","0","0","0","0","0","0","0","1","0","0"
"iteration_9","Habit Tracker","PRODUCTIVITY","84cac888-2a1e-436c-ab82-baedec9acef6","0","Feb 03, 2021","5","f_115","This app is very great,Being mobile app developer makes me respect this app a lot just simple and do what I want without any complexity thanks Habit Tracker team","This app is very great,Being mobile app developer makes me respect this app a lot just simple and do what I want without any complexity thanks Habit Tracker team","1","1","0","0","0","0","0","0","0","0"
"iteration_9","MixNote NotePad Notes","PRODUCTIVITY","3134d92f-8496-441a-87d8-a5d89d67be7e","0","Oct 31, 2020","4","f_30","I really appreciate this app but lately I've been have issues with the cloud sync. It's worrisome coz i don't wanna lose all my notes but I just might :(.","I really appreciate this app but lately I've been have issues with the cloud sync.","0","0","1","0","0","0","0","0","0","0"
"iteration_9","Google Find My Device","TOOLS","f0bff6ab-8fa5-4f9e-acc5-4970e817db8a","0","Jun 04, 2022","5","f_502","We can trusted for a while to protect our lost devices priorities and privacy!!","We can trusted for a while to protect our lost devices priorities and privacy!!","0","1","0","0","0","0","0","0","0","0"
"iteration_9","GTasks: Todo List & Task List","PRODUCTIVITY","e39a7acc-9836-4fe1-8dc1-bf76c88866bd","1","Sep 10, 2020","1","f_257","paid for this app and now they added ads to it anyway. now it doesnt sync across devices AND you get ads to despite paying for it... if i could rate this app lower i would.. they have since increased the ads on it.. TERRBLE COMPANY!","now it doesnt sync across devices AND you get ads to despite paying for it... if i could rate this app lower i would.. they have since increased the ads on it..","0","0","0","0","0","0","1","0","0","0"
"iteration_9","Boosted Time Tracker","PRODUCTIVITY","f34a3795-7c25-41d8-b400-4cb8ca63e9b3","0","Aug 30, 2021","5","f_68","Minimalistic yet elegant aesthetic. Useful for using as a way to tracking the amount of time you are using to work on your prohects.","Minimalistic yet elegant aesthetic.","1","0","0","0","0","0","0","0","0","0"
"iteration_9","Geometric Weather","WEATHER","8d78cf2d-e072-4b77-ba7b-7413226f356c","3","Jun 03, 2022","3","f_472","I like the way it looks and feels. Not a bunch of clutter. I would use it as my regular weather app (and even pay a small on time fee for it). Except for 1 thing is missing - there is no Radar! So I have to now install another app to get a radar. So I might as well just use a single different weather app instead of 2 apps. If this app had a decent radar, I would use it and give it 5 stars.","Except for 1 thing is missing - there is no Radar!","0","0","0","0","1","0","0","0","0","0"
"iteration_9","Boosted Time Tracker","PRODUCTIVITY","f68705cc-f5f5-45b2-8e3e-745c98269fc5","1","Mar 23, 2022","5","f_56","Very intuitive and highly reliable, doing exactly what you'd want it to do. Export to csv avoids lock-in of collected data, backups to Google Drive provide safety while all data are stored locally to secure privacy. Recommended!","Export to csv avoids lock-in of collected data, backups to Google Drive provide safety while all data are stored locally to secure privacy.","0","1","0","0","0","0","0","0","0","0"
"iteration_9","Weather data & microclimate :","WEATHER","41d30c8c-c72b-4e6c-8530-8ceaea2f3ac6","0","Jun 12, 2022","5","f_2","Once familiar with extended functions it's very good, and that is also for the full web service.","Once familiar with extended functions it's very good, and that is also for the full web service.","1","0","0","0","0","0","0","0","0","0"
