app_name,categoryId,reviewId,sentenceId,at,score,feature,review,sentence
Huawei Health,HEALTH_AND_FITNESS,930c74b0-18c2-4ec7-8192-edb9b30f9680,0,"Sep 08, 2022",1,Privacy settings,"Very invasive privacy settings, had to install the app on a spare phone as it was forcing to update the app from a third party store and it want to access everything on your phone including you sim card data! Really? For what!","Very invasive privacy settings, had to install the app on a spare phone as it was forcing to update the app from a third party store and it want to access everything on your phone including you sim card data!"
Medisafe Pill & Med Reminder,HEALTH_AND_FITNESS,c8a13faa-539d-4e5b-b2d1-9c6e4d8a1318,4,"Sep 15, 2022",5,Rendering,"Great app for those who need to track their, or someone else's medication intake. Does what it says with barely a hiccup. Good job folks. Is there a way to PERMANENTLY disable the Resource Center? It is something of a jumbled mess rendering it unwieldy and unusable.",It is something of a jumbled mess rendering it unwieldy and unusable.
HabitNow Daily Routine Planner,PRODUCTIVITY,a59dfe76-31d0-4108-9b94-026c44acda49,1,"Aug 26, 2022",5,Timer,"***** omg!! I love you guys you finally added the timers and stopwatch. 5+ stars from me. Amazing guys 🙏😍🥳❤️ not sure if I am asking a lot. Can you integrate the option to select which Habit we want to use the timer or stopwatch for, so that once we meet the Time, the Habit automatically gets marked as completed. Thanks",I love you guys you finally added the timers and stopwatch.
TomTom AmiGO - GPS Navigation,MAPS_AND_NAVIGATION,79e8fb46-f1a1-4e97-ae7e-8bd4235b6898,1,"Sep 10, 2022",3,No Subscription,"It's ok, a bit better than the tomtom go app, another dublicate app i think. At least i dont have to pay for no subscription i think this tomtom is free to use.",At least i dont have to pay for no subscription i think this tomtom is free to use.
True Phone Dialer & Contacts,COMMUNICATION,7b5167b1-fb18-4218-b269-605dbb9c3b64,0,"Oct 23, 2021",5,Video calling,Video calling features is missing,Video calling features is missing
Lifesum: Healthy Eating & Diet,HEALTH_AND_FITNESS,9a94d365-cf8e-4141-aba6-8b55f182252f,2,"Aug 31, 2022",5,Macros,"This app really helps with your goals. Whether it is to fain muscle, lose fat, or just be healthier. It allows you to select multiple diets and meal plans, or you can enter your own macros and go it alone. If you're like me I can easily forget what I've eaten on any given day..... Not with this app.","It allows you to select multiple diets and meal plans, or you can enter your own macros and go it alone."
ColorNote Notepad Notes,PRODUCTIVITY,4fef0bcd-8774-4d5b-a0ae-d480dbbfb28a,0,"Sep 05, 2022",1,Reminders,The repetition options on the reminders is too rigid. I want a reminder setting for every 8 days and this app can't do that.,The repetition options on the reminders is too rigid.
Telegram,COMMUNICATION,83b85932-1f14-4c07-a586-82c33e04fa9f,1,"Aug 25, 2022",1,Telegram,Worst but Telegram What have I done that blocked my ID I am not able to message anyone Automatic out of group too On what basis was this shoddy aap made If there is any condition for this then do it or else wear this app only,What have I done that blocked my ID I am not able to message anyone Automatic out of group too
Cozi Family Organizer,PRODUCTIVITY,cbd9b312-737e-448e-91c4-016ae9411517,1,"Jul 12, 2022",5,Grocery List,It's worked amazingly! The shared grocery list has been a godsend and the shared calendar is so easy,The shared grocery list has been a godsend and the shared calendar is so easy
Huawei Health,HEALTH_AND_FITNESS,5d347098-da2c-4dfb-8172-8cdc31be761a,3,"Apr 23, 2022",2,Sleep tracking,"No longer supports integration with Google fit, which was a primary use for me. Not happy, and if I don't hear back from the developer that they have something in the works, I'll be discontinuing my use of this product as well as the Honor bands that I've been using. Other than the integration piece, this is a great product.. I love the sleep tracking and the continuous BPM... If they get things fixed with google, this would be a no-brainer",I love the sleep tracking and the continuous BPM...
Clock,TOOLS,9e50f9e0-5b44-4bc6-86c8-23f929f39117,0,"Jun 16, 2022",2,Clock widget,The clock widget for Android 12 is not working properly!!! Please watch on that...,The clock widget for Android 12 is not working properly!!!
ColorNote Notepad Notes,PRODUCTIVITY,f2913abe-d4d4-4fef-9075-65765a0146c8,2,"Aug 23, 2022",5,Data transfer,Been using it for ages. Very awesome. Data transfer is swift. We'll done guys,Data transfer is swift.
Focus To-Do: Pomodoro & Tasks,PRODUCTIVITY,b613f79b-00ad-49a2-9256-9db77165f55c,1,"Aug 25, 2022",5,Project management,"I originally downloaded the app for pomodoro timing, but I stayed for the project management features, with syncing. You can add tags to tasks, tasks to projects, and projects to folders, which covers all my organisation needs. Additionally the data on time (pomodoros) spent on each task and project is a nice way to keep track on how I'm doing. Using the paid version.","You can add tags to tasks, tasks to projects, and projects to folders, which covers all my organisation needs."
Steam Chat,COMMUNICATION,0db4e463-ff90-4310-bf47-fbb7e4e9696b,1,"Nov 12, 2021",4,Voice chat,Good to have app.... Voice chat would be a plus. 🇺🇲 Let's go Brandon 🇺🇲,Voice chat would be a plus.
Home Workout - No Equipment,HEALTH_AND_FITNESS,beb9992b-a97b-44f4-a818-3026c479bec6,0,"Aug 28, 2022",5,Relaxation,"Awesome, the app has simply exposed my relaxation isn't that good for health","Awesome, the app has simply exposed my relaxation isn't that good for health"
Telegram X,SOCIAL,7b9fc8f0-20ff-4628-847c-e155b5c51f55,0,"Aug 14, 2022",1,Voice Chat,"Why does this software not have Voice Chat, and this itself has a lot of negative points","Why does this software not have Voice Chat, and this itself has a lot of negative points"
OnePlus Health,TOOLS,060ac8d9-a87c-4d32-8285-365582e3ba91,0,"Mar 13, 2022",3,Sleep tracking,"Missing smart alarm feature, which is one of the most useful feature that could be implemented by integrating the sleep tracking data, don't know why it's missing from the app.","Missing smart alarm feature, which is one of the most useful feature that could be implemented by integrating the sleep tracking data, don't know why it's missing from the app."
Todoist: to-do list & planner,PRODUCTIVITY,4bb723c3-0413-4ccf-ba33-e888bbad1551,0,"Feb 01, 2022",3,offline,Please next update i can use this app even in offline so i can edit and add some tasks i need and add also that i can insert file and picture for more information about the tasks i need to finish plsss,Please next update i can use this app even in offline so i can edit and add some tasks i need and add also that i can insert file and picture for more information about the tasks i need to finish plsss
OsmAnd — Maps & GPS Offline,TRAVEL_AND_LOCAL,45933525-5b96-4c5f-8430-1a1135562e20,0,"Jul 17, 2022",4,Rendering,"Update: enabling OpenGL has indeed sped up rendering to make it usable, thanks for the assistance. Practically unusable these days, sadly; map loading takes minutes, zooming very unresponsive, route calculations very slow","Update: enabling OpenGL has indeed sped up rendering to make it usable, thanks for the assistance."
Codo: Shared Todo-Lists & Remi,PRODUCTIVITY,44f86250-5927-4115-b1f9-975e98f2152e,0,"Dec 02, 2021",5,Clean design,"One can share a To do list for group work, simple and clean design.","One can share a To do list for group work, simple and clean design."
Todoist: to-do list & planner,PRODUCTIVITY,cef6a12c-b025-4c11-8c8f-71c8751d163e,0,"Aug 27, 2022",3,Customizing,"No customizing for Foldables or Tablets 👎, it would be nice to see the complete board in the landscape mode, like on the PC on browser. Currently the whole space isn't used 😭 and only 1 column, instead of more columns is displayed. The other stuff is fine and the app is great 👍","No customizing for Foldables or Tablets 👎, it would be nice to see the complete board in the landscape mode, like on the PC on browser."
Play Services Info (Update),TOOLS,d52f4abb-9af5-4d0c-b742-b8a65686b3ff,1,"Oct 11, 2019",5,System Info,"Another app to provide a Play Services link on Play Store, except it's much smaller and faster than another I tried, on Android 5.1.1. Also shows when Play Services and Play Store were last updated, and provides otherwise inaccessible system info. Takes you directly to Play Services app info, and other settings windows. Most helpful tool for trying to deal with the horrific Play Services app.","Also shows when Play Services and Play Store were last updated, and provides otherwise inaccessible system info."
Snapchat,COMMUNICATION,175f5015-c016-4448-86df-fd7f7eb6cf6e,1,"Sep 14, 2022",1,Share Videos,"The Discover tab is such garbage, sometimes my kids watch my friends stories and it's half naked prostitutes always showing up, when you block it some other one shows up or some low IQ prank videos, horrible role models for kids. Snapchat used to be about sharing videos but now it's about sexualizing kids. Going to delete this app if nothing changes. Why is there no option to turn it on/off???",Snapchat used to be about sharing videos but now it's about sexualizing kids.
Cozi Family Organizer,PRODUCTIVITY,e3a85752-b7f8-478c-ab01-066465c204e1,2,"Aug 10, 2022",5,Works Offline,I've used this app for 10+ years and couldn't live my life without it! I color code not just family members but chores and bills due too. Works offline when wifi is not available which allows me to check or add appointments any time.,Works offline when wifi is not available which allows me to check or add appointments any time.
"Squid: Take Notes, Markup PDFs",PRODUCTIVITY,2aa533e5-674c-48d7-a6f8-4ce91dd871c0,0,"Apr 09, 2022",5,Notetaking,"This app is miles ahead of any other active stylus notetaking solution for Chromebooks. It 'just works.' It isn't super limited, has all standard pen tools and export options, organizes pages well, and has low-latency, pressure sensitive input. No solutions from Google or other players match it.",This app is miles ahead of any other active stylus notetaking solution for Chromebooks.
Telegram,COMMUNICATION,47ccf245-8150-42d8-9930-282c4e426d00,0,"Sep 14, 2022",1,Encryption,Please resolve voice call issue ..Failed to connect End Encryption keys showing call not recived.and emoji not showing please resolve this😕😕😕,Please resolve voice call issue ..Failed to connect End Encryption keys showing call not recived.
Fake GPS,TOOLS,6ae170f4-06ae-4872-84fe-feb05d2789a3,0,"Aug 20, 2022",5,gps,Nice app for gps,Nice app for gps
RadarNow! ®,WEATHER,d55e042c-83f8-43e6-af5f-db1b00586281,2,"Aug 05, 2022",5,Macros,I travel all over NOAM and have used this app for years. I especially appreciate the follow me feature which centers around my current location. I also like to be able to see macro views of my families locations.. it is reliable. Thank you!,I also like to be able to see macro views of my families locations.. it is reliable.
Material Notes: Colorful notes,PRODUCTIVITY,9310fd39-b474-4668-a700-204b419ec1ec,0,"Oct 10, 2016",5,Material design,Great material designs and easy to use.,Great material designs and easy to use.
SLOWLY - Make Global Friends,LIFESTYLE,14d13034-94c0-4be1-9ca2-30d12bb2222c,4,"Aug 28, 2022",1,Dating,"I am looking to meet new and interesting people. For friendship, but. What I am finding this seems that people on there treat it like a dating app. What happened to friendship??? Is this a dating app or what?",Is this a dating app or what?
Microsoft To Do: Lists & Tasks,PRODUCTIVITY,e3e7fea1-0979-43c9-97de-1eab6d9f0441,0,"Sep 09, 2022",4,Todo List,Very effective Todo list app,Very effective Todo list app
To Do Lists & Tasks - When.Do,PRODUCTIVITY,d812af91-f71d-4af7-a009-2f7aafddfe77,0,"Dec 18, 2021",5,Subtasks,"I've tried pretty much every list-making app out there, and this is by far my favorite. It's straightforward, doesn't force me to add a ton of extra information to a task when I'm just making a simple checklist, but does have options for repeating tasks, etc. You can nest tasks in a collapsible tree to create subtasks by simply indenting, the very inexpensive Pro upgrade allows batch-addition of tasks, and YOU CAN CHECK OFF TASKS DIRECTLY IN THE WIDGET, instead of having to open an edit window.","I've tried pretty much every list-making app out there, and this is by far my favorite."
Clock,TOOLS,472295d7-efde-43b3-b4f4-5a6ac72491f0,1,"Jul 07, 2022",1,Playlists,"Awful clock app. Not sure what you all did to the app but, it has changed the playlist that I usually wake up to and it has changed the volume. I get a message saying 'volume too low'. It isn't too low, I just don't need a 100 decibel alarm every day to wake up.","Not sure what you all did to the app but, it has changed the playlist that I usually wake up to and it has changed the volume."
Burner: 2nd Phone Number Line,COMMUNICATION,db62ae2a-e92b-410a-882f-ff8b5aa738d6,2,"Aug 05, 2022",2,Notifications,"Text works all right except no notifications when receiving a text. Don't understand that as all notices are set to on (that's including phone settings). The test call rang in, but have not tested it independently.","The test call rang in, but have not tested it independently."
Habit Tracker - Habit Diary,LIFESTYLE,aaf43235-2844-4a10-8f34-887fa0acc809,2,"Jul 14, 2022",1,Monetization,This app is just ads. For basic activity within the app I have to go through hundreds of ads. I understand the need for monetization but at least don't make an app completely unusable!,I understand the need for monetization but at least don't make an app completely unusable!
HabitNow Daily Routine Planner,PRODUCTIVITY,9332538d-ffbf-4163-9db5-1c201a0ea0d0,1,"Aug 15, 2022",5,Notebook,"I've been looking for this kind of app all my life!!! After YEARS of trying to make these categories on notebooks or whiteboards, FINALLY I FOUND YOU! So nice, I can have so many statistics on allllll my categories and create your own and you can see your progress monthly etc. Best *CLAP* app *CLAP* out *CLAP* there!!! ❤️","After YEARS of trying to make these categories on notebooks or whiteboards, FINALLY I FOUND YOU!"
Microsoft OneNote: Save Notes,PRODUCTIVITY,a1dbf2fd-141f-4cbc-889f-fc61156a9f5b,1,"Sep 14, 2022",2,Notebook,It was great to have all my work notes in one place. Just now with Samsung the app is saying I need to keep signing in and my notebooks aren't retrievable. Iphone and through a laptop everything is accessible. This needs to get fixed,Just now with Samsung the app is saying I need to keep signing in and my notebooks aren't retrievable.
"Voice navigation, Weather App",MAPS_AND_NAVIGATION,ccd804b4-eb3d-42c2-ab89-a1f1c024617b,0,"Sep 12, 2022",5,Driving directions,"Voice navigation ,Wheather App is very usefull .outstanding app expeditiously finds the shortest route and gives voice-driving directions to reach your destination on time and without any delay. 🌹","Voice navigation ,Wheather App is very usefull .outstanding app expeditiously finds the shortest route and gives voice-driving directions to reach your destination on time and without any delay. 🌹"
Sticker maker,TOOLS,f89d778f-64e7-466c-8562-9a53c48ee627,0,"Apr 30, 2022",4,Stickers,"Good app, but I didn't like the feature of adding the sticker keyboard because I had to restart my phone every time I had to make a sticker pack","Good app, but I didn't like the feature of adding the sticker keyboard because I had to restart my phone every time I had to make a sticker pack"
Productivity Challenge Timer,PRODUCTIVITY,154fc703-aacc-46f0-9669-9885e42bd3c5,0,"Jun 12, 2022",5,Timer,Much better that a plain Pomodoro timer.,Much better that a plain Pomodoro timer.
Phone by Google,TOOLS,3b7c5ccf-3468-4700-942d-ba826dff63ad,0,"Sep 10, 2022",1,Call recording,This app automatically removed my some call recording and call history and not i am not able to recover it can you resolve,This app automatically removed my some call recording and call history and not i am not able to recover it can you resolve
True Phone Dialer & Contacts,COMMUNICATION,a4336a2c-a9da-4676-87fe-710cbea545ac,0,"Nov 26, 2021",1,Call recording,Call recording is disabled. Wants access to everything.,Call recording is disabled.
Focus To-Do: Pomodoro & Tasks,PRODUCTIVITY,9e90d63c-134d-41d6-82b7-93be1a6257ef,0,"Aug 28, 2022",1,Replay,"I really like the app but i am bit concerned about my payment for membership of the app which is notified by Playstore but not by the app itself, i email them but no replay have been recieved... Just wasted my money","I really like the app but i am bit concerned about my payment for membership of the app which is notified by Playstore but not by the app itself, i email them but no replay have been recieved..."
Samsung Notes,PRODUCTIVITY,99a8bc70-0704-43e7-9819-d25602ac8df6,0,"Sep 09, 2022",3,File sharing,need to edit file shared too,need to edit file shared too
Stuff - To Do List Widget,PRODUCTIVITY,91e260c1-a601-4733-b280-3ec47fb654b0,0,"Nov 27, 2021",5,Reminders,Please add reminder too.,Please add reminder too.
DigiCal+ Calendar,PRODUCTIVITY,0e7cb350-058d-4a4f-b8bb-73911903245c,0,"Aug 20, 2021",5,Meeting,if you want to get organized and never miss a date or a meeting don't look further... this is the app for you...,if you want to get organized and never miss a date or a meeting don't look further... this is the app for you...
SLOWLY - Make Global Friends,LIFESTYLE,c9f3dabe-27de-4dcb-9e5d-647d6dee5f87,0,"Sep 11, 2022",5,Instant Messaging,"it's great for deep conversation, something we sorely lack when instant messaging is the default mode of access.","it's great for deep conversation, something we sorely lack when instant messaging is the default mode of access."
SMS Backup+,TOOLS,fc51980d-ff54-4c7e-bab5-37a1a076ae15,2,"Aug 28, 2018",5,Mail filtering,"I love ❤️this app! Every inbound and outbound text is emailed to me. My email filter puts them all in a folder, where they will never disappear. Works even when Messenger is the default SMS app!","My email filter puts them all in a folder, where they will never disappear."
